lead_age_days,email_opens,website_visits,demo_requested,pricing_page_visits,company_size,industry,lead_source,response_time_hours,num_interactions,budget_indicated,decision_maker,converted,conversion_probability,lead_score,lead_grade
45,8,9,1,1,4,3,1,11,18,1,1,0,0.01,1.0,Cold
77,0,38,0,9,3,4,0,60,13,0,1,0,0.53,53.0,Hot
4,17,27,1,5,1,2,2,68,17,0,0,1,0.78,78.0,Very Hot
62,3,48,0,9,2,3,0,46,8,0,0,1,0.8,80.0,Very Hot
65,9,35,1,8,1,1,3,38,20,0,1,1,0.88,88.0,Very Hot
32,6,12,0,0,1,0,1,61,19,0,1,0,0.0,0.0,
34,0,31,0,3,2,1,2,17,17,0,1,0,0.02,2.0,Cold
72,16,35,0,0,3,1,2,66,2,1,0,0,0.09,9.0,Cold
39,1,36,1,0,4,3,1,36,3,1,1,0,0.35,35.0,Warm
26,10,25,0,7,4,0,1,7,3,0,1,0,0.11,11.0,Cold
34,8,21,1,1,1,2,3,16,6,0,0,0,0.04,4.0,Cold
54,6,3,0,0,3,1,3,14,10,0,0,0,0.01,1.0,Cold
3,16,30,0,7,4,0,1,25,24,1,0,1,0.95,95.0,Very Hot
50,16,17,0,3,3,2,1,4,22,0,0,0,0.03,3.0,Cold
12,1,37,0,2,2,1,1,29,18,1,0,0,0.11,11.0,Cold
65,5,23,1,3,1,0,1,56,18,0,1,0,0.12,12.0,Cold
54,13,22,0,4,1,3,2,6,14,1,0,0,0.08,8.0,Cold
5,5,21,0,0,3,1,3,1,16,0,0,0,0.01,1.0,Cold
57,1,1,0,0,4,1,1,39,7,0,1,0,0.01,1.0,Cold
17,0,30,0,2,3,0,1,1,1,0,0,0,0.02,2.0,Cold
47,9,10,1,5,2,1,2,63,17,0,0,0,0.1,10.0,Cold
23,4,27,0,0,4,2,0,57,23,1,0,0,0.02,2.0,Cold
79,1,45,0,1,4,1,1,67,25,1,0,0,0.28,28.0,Warm
85,15,31,1,6,3,4,2,65,5,0,0,0,0.22,22.0,Cold
14,1,4,1,0,2,2,2,65,27,1,1,0,0.03,3.0,Cold
66,9,37,0,6,4,0,0,21,1,0,0,0,0.14,14.0,Cold
75,1,9,0,3,1,2,3,30,21,1,1,0,0.03,3.0,Cold
51,15,39,0,9,2,4,3,33,27,0,0,1,0.93,93.0,Very Hot
38,15,45,0,5,4,4,3,48,17,1,1,1,0.95,95.0,Very Hot
64,18,23,1,7,3,1,1,22,10,0,1,1,0.77,77.0,Very Hot
38,6,34,0,8,4,1,3,54,12,0,1,0,0.2,20.0,Cold
50,11,43,0,5,1,3,1,4,25,0,0,1,0.97,97.0,Very Hot
82,14,47,0,8,2,2,1,55,20,0,1,1,0.87,87.0,Very Hot
30,7,22,0,3,4,3,2,44,25,0,1,0,0.0,0.0,
79,5,16,0,5,1,4,3,12,2,0,1,0,0.0,0.0,
51,9,0,0,7,4,1,3,52,23,1,0,0,0.06,6.0,Cold
63,2,30,0,8,4,1,3,65,16,1,0,0,0.04,4.0,Cold
52,18,30,0,2,2,1,1,65,15,1,0,0,0.08,8.0,Cold
38,16,41,0,1,3,0,1,10,28,1,0,1,0.88,88.0,Very Hot
88,6,41,0,5,3,4,3,18,13,1,1,1,0.72,72.0,Hot
79,19,33,0,3,1,1,1,47,18,1,1,1,0.43,43.0,Warm
30,3,8,0,0,1,4,1,66,28,1,1,0,0.03,3.0,Cold
51,13,21,0,7,1,1,0,49,20,0,0,0,0.17,17.0,Cold
81,19,12,0,8,2,2,0,22,22,1,0,1,0.81,81.0,Very Hot
5,14,24,0,8,3,4,3,26,14,1,0,1,0.9,90.0,Very Hot
29,7,47,0,1,1,3,3,9,18,1,0,1,0.89,89.0,Very Hot
4,14,17,1,8,1,0,0,21,2,0,1,1,0.86,86.0,Very Hot
10,19,11,1,6,4,3,1,63,2,0,0,0,0.06,6.0,Cold
56,13,39,1,4,4,4,1,6,3,1,1,1,0.95,95.0,Very Hot
17,8,16,0,6,1,1,2,14,5,1,0,0,0.01,1.0,Cold
74,7,14,1,8,4,4,3,33,25,0,1,1,0.78,78.0,Very Hot
17,16,41,0,7,4,0,3,71,16,0,0,1,0.84,84.0,Very Hot
84,1,14,0,5,4,4,3,24,22,0,0,0,0.01,1.0,Cold
88,2,14,0,3,2,1,2,51,15,0,0,0,0.01,1.0,Cold
69,7,38,1,0,1,3,2,2,12,0,0,0,0.16,16.0,Cold
34,11,12,0,5,1,2,1,15,9,1,1,0,0.03,3.0,Cold
6,0,16,0,2,4,3,0,35,26,1,1,0,0.06,6.0,Cold
53,9,31,1,5,2,1,0,36,14,1,0,1,0.86,86.0,Very Hot
66,19,8,1,5,4,1,0,39,29,0,0,0,0.13,13.0,Cold
77,2,39,0,3,2,0,1,4,21,1,1,1,0.83,83.0,Very Hot
43,5,19,0,1,1,4,0,64,16,0,0,0,0.0,0.0,
75,6,25,0,8,4,4,2,6,11,0,0,0,0.04,4.0,Cold
23,19,26,1,1,1,3,2,57,6,0,1,0,0.13,13.0,Cold
55,17,20,0,2,2,2,3,30,10,1,0,0,0.04,4.0,Cold
80,10,17,0,9,3,2,0,67,28,1,1,1,0.75,75.0,Hot
75,18,12,1,0,2,0,2,15,8,1,1,0,0.02,2.0,Cold
16,4,15,0,6,3,1,3,17,16,0,1,0,0.08,8.0,Cold
8,18,8,0,0,1,0,0,18,3,0,1,0,0.03,3.0,Cold
4,10,11,0,8,1,4,0,19,2,0,0,0,0.09,9.0,Cold
4,11,43,0,0,4,1,2,69,16,1,0,0,0.06,6.0,Cold
56,9,37,0,4,3,0,3,24,19,1,1,1,0.82,82.0,Very Hot
25,7,18,0,6,2,3,3,48,9,0,0,0,0.0,0.0,
67,8,6,0,2,1,4,2,30,16,0,1,0,0.0,0.0,
67,3,34,0,8,3,2,2,15,22,1,1,1,0.93,93.0,Very Hot
27,4,47,0,7,2,0,2,47,26,1,1,1,0.97,97.0,Very Hot
32,7,17,1,2,3,4,0,44,28,0,0,0,0.25,25.0,Cold
50,8,15,1,4,2,4,2,27,4,1,0,0,0.04,4.0,Cold
61,14,38,0,6,2,2,2,64,10,1,0,1,0.73,73.0,Hot
51,14,3,0,3,2,2,1,41,19,0,0,0,0.03,3.0,Cold
19,15,24,0,4,2,2,2,68,13,0,1,0,0.01,1.0,Cold
21,13,31,1,2,3,0,2,5,18,0,1,1,0.9,90.0,Very Hot
5,7,39,0,8,3,2,0,53,15,0,1,1,0.91,91.0,Very Hot
82,17,12,1,9,4,3,3,8,4,1,0,1,0.39,39.0,Warm
42,9,44,0,8,3,4,0,22,9,0,0,1,0.94,94.0,Very Hot
61,19,16,1,6,3,2,1,7,4,0,0,0,0.04,4.0,Cold
22,5,48,1,9,4,4,2,22,29,0,0,1,0.96,96.0,Very Hot
21,11,36,1,1,3,1,2,46,16,0,0,0,0.2,20.0,Cold
70,1,5,0,6,2,1,2,30,28,1,0,0,0.03,3.0,Cold
1,6,18,0,6,1,2,2,16,21,0,0,0,0.06,6.0,Cold
5,15,12,0,4,1,4,2,5,15,0,0,0,0.08,8.0,Cold
12,2,25,0,8,4,1,2,67,24,1,1,1,0.74,74.0,Hot
46,12,13,0,2,3,2,1,23,2,0,0,0,0.0,0.0,
34,2,30,0,3,3,4,2,61,28,1,1,0,0.12,12.0,Cold
49,17,3,0,0,4,2,2,5,27,0,0,0,0.05,5.0,Cold
78,10,38,0,5,1,4,2,23,14,1,0,1,0.74,74.0,Hot
45,7,7,0,3,2,1,1,25,3,1,0,0,0.0,0.0,
27,5,24,0,0,3,2,2,8,22,0,1,0,0.01,1.0,Cold
73,0,12,1,1,4,1,1,21,28,1,0,0,0.05,5.0,Cold
26,0,31,0,2,2,2,0,2,23,0,0,0,0.04,4.0,Cold
47,7,37,0,8,4,0,2,22,4,1,1,1,0.85,85.0,Very Hot
86,4,37,0,7,4,1,3,68,1,0,0,0,0.14,14.0,Cold
56,15,27,1,6,4,1,1,64,23,1,0,1,0.95,95.0,Very Hot
63,10,29,0,3,1,3,0,19,28,0,0,0,0.13,13.0,Cold
48,4,2,0,0,1,1,1,53,9,1,0,0,0.0,0.0,
61,3,27,0,7,4,4,1,52,17,1,1,0,0.19,19.0,Cold
81,5,2,0,3,3,2,0,47,14,1,1,0,0.0,0.0,
26,13,44,0,2,2,0,2,54,17,0,0,0,0.16,16.0,Cold
36,18,33,1,8,3,4,2,44,1,0,0,1,0.79,79.0,Very Hot
1,8,15,1,9,1,4,1,7,10,0,1,1,0.74,74.0,Hot
8,11,21,0,3,2,4,0,1,23,0,0,0,0.09,9.0,Cold
52,10,31,0,3,4,4,2,63,16,0,1,0,0.03,3.0,Cold
79,13,37,0,8,3,0,1,39,27,0,0,1,0.96,96.0,Very Hot
47,15,7,0,1,3,3,3,19,25,0,1,0,0.0,0.0,
56,0,7,0,4,4,1,0,31,19,0,1,0,0.0,0.0,
86,12,5,0,3,3,4,3,24,24,0,1,0,0.01,1.0,Cold
14,12,13,1,8,1,1,3,69,25,0,0,1,0.82,82.0,Very Hot
28,1,31,1,4,4,1,1,65,3,0,1,0,0.07,7.0,Cold
87,3,34,0,8,3,4,0,33,28,1,1,1,0.94,94.0,Very Hot
78,5,9,0,8,4,3,2,59,12,0,1,0,0.0,0.0,
88,4,2,0,1,2,1,2,33,3,0,0,0,0.0,0.0,
2,2,11,0,8,4,2,1,32,15,0,1,0,0.06,6.0,Cold
26,0,48,0,2,3,1,2,59,17,0,0,0,0.05,5.0,Cold
14,3,30,0,3,1,4,2,41,18,1,0,0,0.12,12.0,Cold
59,19,28,1,0,4,0,3,12,7,0,1,0,0.18,18.0,Cold
56,1,4,1,0,4,1,3,11,19,0,0,0,0.03,3.0,Cold
7,4,24,0,0,3,3,0,19,7,1,1,0,0.02,2.0,Cold
3,2,40,0,8,1,2,3,54,5,1,1,1,0.87,87.0,Very Hot
23,8,30,0,7,1,2,2,57,26,0,1,1,0.87,87.0,Very Hot
18,19,20,0,4,2,0,0,42,8,0,1,0,0.05,5.0,Cold
38,5,19,0,4,2,0,0,71,21,0,0,0,0.01,1.0,Cold
15,17,38,0,8,3,1,1,31,16,0,0,1,0.99,99.0,Very Hot
64,5,21,0,2,1,4,3,52,16,0,0,0,0.01,1.0,Cold
89,18,3,0,2,1,3,0,2,19,1,0,0,0.05,5.0,Cold
28,11,12,1,6,2,2,2,38,25,0,0,0,0.21,21.0,Cold
74,10,44,0,8,2,0,0,32,15,1,1,1,0.98,98.0,Very Hot
39,1,41,0,5,3,3,0,10,7,0,0,0,0.15,15.0,Cold
57,14,49,0,1,1,4,1,8,5,0,0,0,0.61,61.0,Hot
17,11,48,0,0,4,2,2,20,23,1,1,1,0.91,91.0,Very Hot
86,11,19,0,1,2,2,2,20,11,0,0,0,0.0,0.0,
44,8,12,1,0,3,4,3,9,10,0,0,0,0.0,0.0,
25,1,16,1,9,1,2,2,15,25,0,0,1,0.75,75.0,Hot
17,2,35,0,9,1,4,0,63,21,0,1,1,0.63,63.0,Hot
13,11,32,0,8,2,2,2,21,23,0,1,1,0.87,87.0,Very Hot
84,15,0,0,9,3,1,2,5,27,0,1,0,0.11,11.0,Cold
25,0,14,0,7,4,4,0,35,9,0,0,0,0.0,0.0,
68,2,12,1,6,2,3,1,68,1,0,1,0,0.06,6.0,Cold
10,19,16,0,2,3,1,3,48,20,1,1,0,0.24,24.0,Cold
67,1,23,0,7,1,3,3,62,1,0,0,0,0.01,1.0,Cold
18,8,7,0,1,4,2,1,35,8,0,0,0,0.0,0.0,
86,18,49,0,1,3,3,0,70,3,1,1,0,0.15,15.0,Cold
34,14,26,1,9,4,1,3,21,2,1,0,1,0.56,56.0,Hot
8,17,44,0,2,3,4,1,39,4,0,1,1,0.91,91.0,Very Hot
40,10,22,1,6,3,0,1,34,27,0,0,1,0.85,85.0,Very Hot
83,15,45,0,0,3,3,1,15,19,1,1,1,0.88,88.0,Very Hot
42,16,7,1,7,3,0,3,6,11,0,0,0,0.07,7.0,Cold
41,4,7,0,6,4,3,3,66,5,1,0,0,0.0,0.0,
6,11,25,0,3,2,3,3,56,29,1,0,1,0.77,77.0,Very Hot
52,10,46,1,4,4,4,3,49,24,0,1,1,0.97,97.0,Very Hot
26,14,12,0,9,3,2,2,1,10,0,1,1,0.39,39.0,Warm
64,2,38,0,0,4,1,1,65,24,1,1,0,0.22,22.0,Cold
59,0,36,0,3,4,1,2,28,27,0,1,0,0.28,28.0,Warm
56,19,48,1,0,4,1,1,20,23,0,0,1,0.92,92.0,Very Hot
59,15,27,0,0,3,2,3,48,8,0,1,0,0.04,4.0,Cold
70,1,24,1,9,4,0,3,65,13,1,0,0,0.29,29.0,Warm
33,1,15,0,0,1,1,2,51,29,0,0,0,0.0,0.0,
53,2,1,0,6,3,0,0,43,5,1,0,0,0.02,2.0,Cold
22,7,17,1,6,4,2,3,49,26,1,0,1,0.74,74.0,Hot
21,14,16,0,3,1,2,0,25,26,0,0,0,0.07,7.0,Cold
70,6,29,1,1,4,4,1,41,27,1,0,0,0.16,16.0,Cold
70,5,38,1,2,2,1,2,71,12,0,0,0,0.06,6.0,Cold
4,8,12,0,7,4,4,0,64,27,1,1,1,0.76,76.0,Very Hot
75,19,31,0,7,4,1,0,61,13,0,0,0,0.19,19.0,Cold
62,0,49,0,5,2,2,3,12,22,0,0,1,0.87,87.0,Very Hot
62,7,28,1,9,3,2,0,69,8,1,1,1,0.85,85.0,Very Hot
24,2,45,1,8,2,3,0,14,15,0,0,1,0.9,90.0,Very Hot
55,3,29,0,8,3,3,1,34,13,1,1,1,0.76,76.0,Very Hot
9,14,17,0,3,2,2,2,48,1,1,1,0,0.01,1.0,Cold
3,5,12,0,0,4,2,3,61,22,0,0,0,0.0,0.0,
31,14,42,1,0,4,0,3,35,6,0,0,0,0.22,22.0,Cold
40,2,20,0,9,3,0,0,65,11,1,0,0,0.03,3.0,Cold
36,13,29,0,4,3,4,1,59,13,0,0,0,0.03,3.0,Cold
24,19,20,0,1,1,3,0,36,21,1,0,0,0.31,31.0,Warm
6,13,47,1,5,1,3,0,19,20,1,0,1,0.99,99.0,Very Hot
66,3,16,0,6,4,2,3,42,1,1,0,0,0.01,1.0,Cold
84,11,39,0,0,4,2,0,69,11,1,1,0,0.09,9.0,Cold
75,16,18,0,5,1,4,0,19,26,0,0,0,0.11,11.0,Cold
4,6,14,0,7,1,3,1,39,11,1,1,0,0.01,1.0,Cold
79,8,8,1,4,3,0,3,69,8,1,0,0,0.0,0.0,
6,2,9,1,6,2,1,2,52,22,1,1,0,0.11,11.0,Cold
51,12,43,0,9,3,4,1,12,3,0,0,1,0.93,93.0,Very Hot
62,14,30,0,5,1,1,1,47,28,0,1,1,0.94,94.0,Very Hot
57,17,22,0,3,4,0,1,36,19,1,0,0,0.07,7.0,Cold
66,18,29,0,6,1,0,3,63,12,0,1,0,0.16,16.0,Cold
79,0,32,1,9,4,1,0,51,6,0,0,0,0.39,39.0,Warm
75,5,8,0,8,4,4,2,43,28,0,0,0,0.05,5.0,Cold
8,1,46,0,9,4,1,3,34,23,0,0,1,0.87,87.0,Very Hot
26,13,0,0,9,4,4,0,49,8,0,0,0,0.01,1.0,Cold
51,5,43,0,6,2,4,1,18,5,0,0,0,0.22,22.0,Cold
45,13,34,0,4,1,2,3,61,10,0,0,0,0.09,9.0,Cold
44,3,10,0,6,3,3,0,57,22,1,0,0,0.0,0.0,
5,7,33,0,2,4,3,2,5,16,0,0,0,0.21,21.0,Cold
70,2,15,1,1,4,0,2,24,12,0,1,0,0.0,0.0,
26,18,8,0,4,3,2,0,64,17,0,1,0,0.02,2.0,Cold
68,13,31,0,3,3,3,3,59,6,0,0,0,0.01,1.0,Cold
19,19,14,1,4,4,4,1,38,9,1,1,1,0.19,19.0,Cold
84,16,11,0,7,3,4,0,33,10,1,1,0,0.12,12.0,Cold
20,7,32,1,3,3,1,1,10,20,0,0,1,0.87,87.0,Very Hot
12,13,44,0,8,2,1,2,37,14,0,0,1,0.95,95.0,Very Hot
47,5,13,0,6,3,4,0,11,14,1,0,0,0.02,2.0,Cold
1,15,7,0,9,1,4,2,24,26,0,1,1,0.83,83.0,Very Hot
14,18,7,0,6,1,1,1,71,29,0,0,0,0.1,10.0,Cold
64,13,26,0,7,1,3,1,21,17,0,1,1,0.79,79.0,Very Hot
38,18,11,1,5,4,0,0,20,27,0,1,1,0.48,48.0,Warm
37,2,0,0,7,1,1,0,10,25,0,0,0,0.01,1.0,Cold
11,9,42,0,2,2,3,0,47,16,0,0,0,0.33,33.0,Warm
77,18,39,0,9,1,3,2,47,4,0,1,1,0.89,89.0,Very Hot
3,8,41,0,9,4,3,1,15,2,0,0,1,0.87,87.0,Very Hot
33,19,10,0,0,2,2,1,44,16,0,0,0,0.0,0.0,
6,12,38,0,5,1,2,2,62,1,0,0,0,0.15,15.0,Cold
50,6,42,1,0,2,3,0,6,3,0,1,0,0.17,17.0,Cold
10,13,30,1,8,2,4,3,66,23,0,0,1,0.92,92.0,Very Hot
5,8,16,0,1,4,2,0,4,11,0,1,0,0.0,0.0,
23,18,32,0,1,4,1,3,23,16,1,0,1,0.32,32.0,Warm
10,14,31,1,6,2,2,3,13,26,1,0,1,0.96,96.0,Very Hot
44,19,28,1,1,1,4,2,31,18,0,1,1,0.77,77.0,Very Hot
2,13,20,0,9,4,0,1,16,15,0,1,1,0.8,80.0,Very Hot
13,5,20,1,7,2,2,1,41,9,1,0,0,0.09,9.0,Cold
40,3,39,0,5,3,3,1,1,12,0,1,0,0.18,18.0,Cold
2,7,22,1,6,3,3,1,12,29,0,0,1,0.94,94.0,Very Hot
84,16,5,0,6,4,3,2,56,27,1,1,0,0.09,9.0,Cold
65,8,21,0,5,1,0,3,50,18,1,0,0,0.03,3.0,Cold
63,0,49,1,9,3,4,1,20,5,0,1,1,0.89,89.0,Very Hot
73,19,37,0,8,3,1,3,66,24,0,1,1,0.93,93.0,Very Hot
17,13,36,0,8,3,4,2,36,29,1,0,1,1.0,100.0,Very Hot
9,10,44,0,6,1,0,0,38,29,0,1,1,0.97,97.0,Very Hot
75,2,7,1,8,1,3,2,22,28,1,1,1,0.81,81.0,Very Hot
15,8,40,1,9,4,4,1,61,26,0,0,1,0.96,96.0,Very Hot
24,13,48,1,2,4,1,0,50,8,0,1,1,0.79,79.0,Very Hot
38,8,34,0,2,3,3,2,59,3,0,1,0,0.0,0.0,
35,3,10,1,0,1,1,2,20,2,1,1,0,0.04,4.0,Cold
49,3,23,0,4,2,2,3,36,25,1,1,0,0.05,5.0,Cold
69,7,48,0,3,3,1,2,15,19,0,0,0,0.52,52.0,Hot
62,1,20,1,1,4,3,0,62,8,1,1,0,0.03,3.0,Cold
60,8,1,0,8,1,2,2,3,2,0,1,0,0.06,6.0,Cold
50,13,39,0,2,4,3,1,5,19,1,0,1,0.93,93.0,Very Hot
78,8,18,0,7,4,3,3,56,1,1,0,0,0.03,3.0,Cold
75,15,38,0,5,1,2,0,31,27,0,0,1,0.97,97.0,Very Hot
9,16,27,1,4,3,1,0,35,22,0,1,1,0.92,92.0,Very Hot
34,15,16,0,0,1,0,2,71,13,1,1,0,0.01,1.0,Cold
76,11,5,1,3,3,0,1,70,23,1,0,0,0.03,3.0,Cold
35,2,18,0,2,4,0,3,26,20,0,0,0,0.0,0.0,
1,10,37,0,0,1,0,0,1,17,0,0,0,0.14,14.0,Cold
40,13,27,0,4,2,4,3,7,3,1,0,0,0.11,11.0,Cold
64,17,1,1,5,3,0,2,36,9,0,1,0,0.04,4.0,Cold
22,4,37,0,1,2,2,1,25,5,0,0,0,0.0,0.0,
60,15,36,1,2,3,0,2,59,6,0,1,0,0.53,53.0,Hot
64,19,3,0,5,1,3,3,61,4,1,1,0,0.02,2.0,Cold
72,4,21,0,3,2,0,2,29,17,0,1,0,0.0,0.0,
11,2,25,0,8,1,1,3,18,21,0,0,0,0.11,11.0,Cold
14,11,48,1,4,3,2,0,41,21,0,1,1,0.98,98.0,Very Hot
60,0,42,1,3,3,2,0,19,21,1,0,1,0.87,87.0,Very Hot
30,8,35,0,1,3,4,2,4,16,1,1,1,0.73,73.0,Hot
35,8,12,0,5,3,3,0,65,16,1,1,0,0.05,5.0,Cold
85,3,31,0,9,4,2,3,41,22,0,0,0,0.16,16.0,Cold
37,2,16,1,1,3,1,0,15,11,1,0,0,0.02,2.0,Cold
5,16,40,0,6,2,0,1,54,2,1,0,1,0.93,93.0,Very Hot
83,1,35,1,2,3,2,1,64,17,1,1,0,0.12,12.0,Cold
78,0,45,1,8,1,1,2,15,15,1,0,1,0.92,92.0,Very Hot
26,7,18,0,4,4,0,2,50,18,0,1,0,0.02,2.0,Cold
62,12,34,1,7,2,4,2,22,29,1,0,1,0.97,97.0,Very Hot
4,14,45,0,5,4,2,2,18,10,1,1,1,0.96,96.0,Very Hot
89,7,39,0,9,4,2,3,2,6,1,0,1,0.9,90.0,Very Hot
42,11,27,0,7,4,1,3,36,21,0,0,0,0.62,62.0,Hot
89,11,0,0,2,1,3,1,20,16,0,0,0,0.01,1.0,Cold
18,13,41,1,2,4,4,3,16,5,1,1,1,0.91,91.0,Very Hot
40,14,17,0,4,4,3,0,67,12,0,1,0,0.02,2.0,Cold
72,14,47,0,9,3,2,1,30,28,0,0,1,1.0,100.0,Very Hot
39,8,39,0,2,1,3,2,55,6,1,0,0,0.06,6.0,Cold
14,18,32,0,7,2,0,2,66,14,0,0,1,0.52,52.0,Hot
32,19,11,0,9,2,4,3,26,26,0,1,1,0.62,62.0,Hot
51,7,7,0,7,2,3,1,57,23,1,0,0,0.01,1.0,Cold
38,18,23,0,1,1,0,3,69,16,0,1,0,0.05,5.0,Cold
23,5,15,1,3,2,1,3,2,25,0,1,0,0.11,11.0,Cold
63,19,49,1,9,1,3,3,56,7,0,1,1,0.99,99.0,Very Hot
15,18,3,0,0,3,4,1,62,2,0,1,0,0.04,4.0,Cold
25,3,37,1,3,3,0,2,34,6,0,0,0,0.29,29.0,Warm
17,6,43,0,3,1,3,0,56,9,0,1,0,0.26,26.0,Warm
66,3,26,0,9,2,1,2,55,7,0,0,0,0.04,4.0,Cold
78,11,8,0,8,1,3,1,20,2,0,0,0,0.01,1.0,Cold
53,12,46,0,2,1,0,2,50,19,0,1,1,0.83,83.0,Very Hot
51,2,15,0,1,4,3,2,25,8,1,0,0,0.0,0.0,
39,11,11,1,8,1,4,0,25,11,0,0,0,0.3,30.0,Warm
51,1,30,0,8,4,2,2,53,25,1,0,0,0.39,39.0,Warm
70,1,23,1,0,3,0,2,14,4,0,0,0,0.03,3.0,Cold
6,8,13,0,5,4,0,2,60,16,1,0,0,0.08,8.0,Cold
67,0,44,1,9,1,0,3,43,25,1,0,1,0.94,94.0,Very Hot
7,7,24,0,7,3,0,1,62,18,0,0,0,0.08,8.0,Cold
51,5,33,0,2,4,3,1,69,13,0,1,0,0.01,1.0,Cold
72,5,2,0,8,1,4,0,63,27,0,1,0,0.06,6.0,Cold
42,17,23,0,1,3,1,3,2,5,1,1,0,0.09,9.0,Cold
64,16,41,0,5,4,4,3,54,27,0,1,1,0.91,91.0,Very Hot
15,11,8,1,0,1,0,2,16,2,1,1,0,0.02,2.0,Cold
29,5,25,0,6,1,3,1,55,11,0,1,0,0.01,1.0,Cold
33,7,19,1,2,2,3,0,43,1,0,1,0,0.01,1.0,Cold
27,18,39,0,6,2,0,3,61,13,0,1,1,0.93,93.0,Very Hot
36,9,9,1,3,4,3,2,38,5,1,0,0,0.0,0.0,
29,0,18,0,8,4,0,0,45,18,0,1,0,0.03,3.0,Cold
38,12,2,0,4,4,4,3,51,14,1,1,0,0.04,4.0,Cold
57,16,23,1,2,1,2,0,42,13,0,1,0,0.15,15.0,Cold
27,2,4,0,7,4,3,3,24,7,0,0,0,0.01,1.0,Cold
55,7,2,0,5,1,0,0,30,8,1,0,0,0.01,1.0,Cold
33,13,26,0,1,4,0,3,37,18,1,0,0,0.1,10.0,Cold
68,2,15,0,2,1,3,3,53,7,0,1,0,0.0,0.0,
86,15,48,0,7,1,1,0,63,20,0,1,1,0.83,83.0,Very Hot
66,12,14,1,9,2,0,3,11,17,1,0,1,0.54,54.0,Hot
10,19,34,0,6,3,3,3,23,16,0,0,1,0.9,90.0,Very Hot
5,16,11,0,9,1,0,3,50,11,1,1,1,0.34,34.0,Warm
74,12,40,0,5,4,1,0,55,19,0,0,0,0.26,26.0,Warm
38,5,43,0,0,2,2,0,55,27,0,0,0,0.13,13.0,Cold
13,16,25,0,8,4,1,3,4,28,1,0,1,0.92,92.0,Very Hot
31,13,46,1,2,4,4,3,54,1,0,0,0,0.16,16.0,Cold
47,16,33,0,4,1,3,0,61,21,1,0,1,0.35,35.0,Warm
88,7,22,1,6,1,1,2,5,29,1,1,1,0.73,73.0,Hot
52,10,30,0,6,3,2,3,18,8,1,0,0,0.16,16.0,Cold
56,19,49,0,2,1,0,2,44,1,0,0,0,0.23,23.0,Cold
15,0,19,0,3,1,3,0,31,9,1,1,0,0.01,1.0,Cold
29,6,11,0,9,3,1,3,21,19,1,1,1,0.7,70.0,Hot
8,16,22,0,6,4,2,2,47,21,0,0,0,0.08,8.0,Cold
5,9,3,0,7,3,1,0,30,9,0,1,0,0.01,1.0,Cold
29,10,22,1,1,3,4,2,55,21,0,1,0,0.06,6.0,Cold
47,8,47,0,8,3,3,1,68,25,1,1,1,0.95,95.0,Very Hot
68,8,47,1,6,2,0,0,69,10,1,1,1,0.94,94.0,Very Hot
76,4,0,0,7,4,2,1,41,24,1,1,0,0.03,3.0,Cold
45,16,24,1,5,2,1,0,45,23,1,0,1,0.75,75.0,Hot
2,8,1,1,5,2,3,0,30,11,0,1,0,0.14,14.0,Cold
27,16,29,0,8,1,1,3,45,1,0,1,1,0.78,78.0,Very Hot
36,18,2,1,3,3,3,1,45,20,0,0,0,0.03,3.0,Cold
36,6,20,0,4,3,4,1,45,25,0,0,0,0.02,2.0,Cold
26,8,24,1,8,2,1,1,55,26,0,1,1,0.93,93.0,Very Hot
43,6,19,0,0,1,4,0,59,8,1,1,0,0.0,0.0,
27,12,48,0,3,1,2,1,5,20,1,0,1,0.98,98.0,Very Hot
69,10,21,1,6,1,4,1,32,12,0,0,0,0.1,10.0,Cold
20,13,20,0,8,4,3,3,6,1,1,1,1,0.8,80.0,Very Hot
11,18,32,0,9,2,2,2,26,10,0,0,1,0.93,93.0,Very Hot
74,10,37,1,5,4,1,2,37,4,0,1,1,0.81,81.0,Very Hot
38,12,14,0,7,1,1,1,13,15,1,0,0,0.02,2.0,Cold
6,13,45,0,8,1,3,1,69,19,0,0,1,0.93,93.0,Very Hot
72,12,14,0,9,1,0,1,25,6,1,1,0,0.07,7.0,Cold
23,0,45,0,3,3,0,1,13,27,1,0,1,0.84,84.0,Very Hot
47,7,24,1,0,2,1,2,20,5,1,0,0,0.09,9.0,Cold
46,11,20,0,7,3,3,3,60,5,0,0,0,0.02,2.0,Cold
12,18,23,0,1,4,0,0,21,18,0,0,0,0.14,14.0,Cold
13,11,4,0,0,3,4,1,61,28,0,1,0,0.08,8.0,Cold
62,7,5,1,6,2,1,1,26,3,1,1,0,0.02,2.0,Cold
82,7,48,0,9,3,4,2,54,27,1,0,1,0.94,94.0,Very Hot
89,12,42,0,8,1,3,1,42,22,0,0,1,0.84,84.0,Very Hot
60,11,47,1,8,4,4,3,11,2,1,0,1,0.98,98.0,Very Hot
43,15,43,0,2,4,0,3,37,4,0,1,0,0.64,64.0,Hot
76,0,46,0,5,1,0,1,11,18,0,0,0,0.64,64.0,Hot
68,12,22,0,6,1,2,2,27,9,1,1,0,0.06,6.0,Cold
5,6,3,0,9,1,1,1,34,19,1,1,0,0.09,9.0,Cold
37,4,26,0,8,2,3,1,38,26,0,1,1,0.77,77.0,Very Hot
72,7,17,0,1,3,1,2,61,10,0,1,0,0.0,0.0,
